filename,seen,type label,subtype label,modifier,transcript,note
cpb-aacip-120-203xsm67_03532795_00000000_00000000.jpg,true,L,,false,,M: 0.49 Low confidence
cpb-aacip-120-203xsm67_03532795_00002002_00002035.jpg,true,L,,false,,B: 0.42 Low confidence
cpb-aacip-120-203xsm67_03532795_00003504_00003536.jpg,true,L,,false,,NEG: 0.50 Sandwich; Low confidence
cpb-aacip-120-203xsm67_03532795_00005005_00005005.jpg,true,L,,false,,S: 0.34 Sandwich; Low confidence
cpb-aacip-120-203xsm67_03532795_00006006_00006006.jpg,true,L,,false,,G: 0.70 Sandwich
cpb-aacip-120-203xsm67_03532795_00007007_00007007.jpg,true,L,,false,,L: 0.43 Low confidence
cpb-aacip-120-203xsm67_03532795_00007508_00007540.jpg,true,L,,false,,L: 0.56 Low confidence
cpb-aacip-120-203xsm67_03532795_00008008_00008041.jpg,true,L,,false,,B: 0.79 Sandwich
cpb-aacip-120-203xsm67_03532795_00009009_00009009.jpg,true,L,,false,,L: 0.39 Low confidence
cpb-aacip-120-203xsm67_03532795_00009510_00009542.jpg,true,L,,false,,L: 0.46 Low confidence
cpb-aacip-120-203xsm67_03532795_00010511_00010543.jpg,true,L,,false,,L: 0.32 Low confidence
cpb-aacip-120-203xsm67_03532795_00012513_00012545.jpg,true,L,,false,,S: 0.58 Sandwich; Low confidence
cpb-aacip-120-203xsm67_03532795_00013013_00013013.jpg,true,L,,false,,L: 0.53 Sandwich; Low confidence
cpb-aacip-120-203xsm67_03532795_00013514_00013546.jpg,true,L,,false,,S: 0.95 Sandwich
cpb-aacip-120-203xsm67_03532795_00015015_00015015.jpg,true,L,,false,,S: 0.37 Low confidence
cpb-aacip-120-203xsm67_03532795_00016016_00016049.jpg,true,L,,false,,S: 0.43 Low confidence
cpb-aacip-120-203xsm67_03532795_00018519_00018551.jpg,true,L,,false,,L: 0.38 Low confidence
cpb-aacip-120-203xsm67_03532795_00023524_00023556.jpg,true,L,,false,,L: 0.50 Low confidence
cpb-aacip-120-203xsm67_03532795_00024525_00024557.jpg,true,L,,false,,G: 0.41 Low confidence
cpb-aacip-120-203xsm67_03532795_00026026_00026026.jpg,true,L,,false,,S: 0.67 Sandwich
cpb-aacip-120-203xsm67_03532795_00026527_00026559.jpg,true,L,,false,,L: 0.57 Low confidence
cpb-aacip-120-203xsm67_03532795_00027528_00027560.jpg,true,L,,false,,L: 0.49 Low confidence
cpb-aacip-120-203xsm67_03532795_00028028_00028028.jpg,true,L,,false,,S: 0.55 Sandwich; Low confidence
cpb-aacip-120-203xsm67_03532795_00029530_00029562.jpg,true,L,,false,,S: 0.99 Sandwich
cpb-aacip-120-203xsm67_03532795_00044511_00044511.jpg,true,P,,false,,NEG: 0.53 Sandwich
cpb-aacip-120-203xsm67_03532795_00045512_00045512.jpg,true,P,,false,,P: 0.52 Low confidence
cpb-aacip-120-203xsm67_03532795_00054021_00054054.jpg,true,P,,false,,NEG: 0.61 Sandwich
cpb-aacip-120-203xsm67_03532795_00055022_00055055.jpg,true,P,,false,,P: 0.45 Low confidence
cpb-aacip-120-203xsm67_03532795_00056023_00056056.jpg,true,P,,false,,NEG: 0.73 Sandwich
cpb-aacip-120-203xsm67_03532795_00057524_00057524.jpg,true,P,,false,,NEG: 0.91 Sandwich
cpb-aacip-120-203xsm67_03532795_00061028_00061061.jpg,true,P,,false,,NEG: 0.67 Sandwich
cpb-aacip-120-203xsm67_03532795_00065032_00065065.jpg,true,P,,false,,NEG: 0.64 Sandwich
cpb-aacip-120-203xsm67_03532795_00075008_00075008.jpg,true,,,false,,P: 0.51 Low confidence
cpb-aacip-120-203xsm67_03532795_00078512_00078545.jpg,true,P,,false,,NEG: 0.78 Sandwich
cpb-aacip-120-203xsm67_03532795_00080514_00080547.jpg,true,F,,false,,S: 0.56 Low confidence
cpb-aacip-120-203xsm67_03532795_00084017_00084017.jpg,true,M,,false,,M: 0.78 Low confidence
cpb-aacip-120-203xsm67_03532795_00084518_00084551.jpg,true,M,,false,,O: 0.37 Sandwich; Low confidence
cpb-aacip-120-203xsm67_03532795_00085519_00085552.jpg,true,M,,false,,S: 0.55 Low confidence
cpb-aacip-120-203xsm67_03532795_00086520_00086553.jpg,true,M,,false,,M: 0.56 Low confidence
cpb-aacip-120-203xsm67_03532795_00087020_00087020.jpg,true,M,,false,,NEG: 0.45 Low confidence
cpb-aacip-120-203xsm67_03532795_00087521_00087554.jpg,true,M,,false,,S: 0.47 Low confidence
cpb-aacip-120-203xsm67_03532795_00088021_00088021.jpg,true,M,,false,,S: 0.54 Low confidence
cpb-aacip-120-203xsm67_03532795_00088522_00088555.jpg,true,M,,false,,O: 0.44 Low confidence
cpb-aacip-120-203xsm67_03532795_00089022_00089022.jpg,true,M,,false,,NEG: 0.42 Low confidence
cpb-aacip-120-203xsm67_03532795_00090023_00090023.jpg,true,M,,false,,M: 0.59 Low confidence
cpb-aacip-120-203xsm67_03532795_00090524_00090557.jpg,true,M,,false,,M: 0.37 Low confidence
cpb-aacip-120-203xsm67_03532795_00091024_00091024.jpg,true,M,,false,,S: 0.39 Low confidence
cpb-aacip-120-203xsm67_03532795_00092025_00092025.jpg,true,M,,false,,M: 0.46 Low confidence
cpb-aacip-120-203xsm67_03532795_00092526_00092559.jpg,true,M,,false,,S: 0.32 Low confidence
cpb-aacip-120-203xsm67_03532795_00093026_00093026.jpg,true,M,,false,,F: 0.24 Low confidence
cpb-aacip-120-203xsm67_03532795_00094027_00094027.jpg,true,M,,false,,NEG: 0.41 Low confidence
cpb-aacip-120-203xsm67_03532795_00094528_00094561.jpg,true,M,,false,,G: 0.29 Low confidence
cpb-aacip-120-203xsm67_03532795_00095028_00095028.jpg,true,M,,false,,NEG: 0.25 Sandwich; Low confidence
cpb-aacip-120-203xsm67_03532795_00095529_00095562.jpg,true,M,,false,,G: 0.29 Low confidence
cpb-aacip-120-203xsm67_03532795_00096029_00096029.jpg,true,M,,false,,I: 0.33 Low confidence
cpb-aacip-120-203xsm67_03532795_00097030_00097030.jpg,true,M,,false,,O: 0.39 Low confidence
cpb-aacip-120-203xsm67_03532795_00098031_00098031.jpg,true,M,,false,,M: 0.29 Low confidence
cpb-aacip-120-203xsm67_03532795_00098532_00098565.jpg,true,M,,true,,M: 0.45 Low confidence
cpb-aacip-120-203xsm67_03532795_00099032_00099032.jpg,true,M,,true,,M: 0.71 Low confidence
cpb-aacip-120-203xsm67_03532795_00099533_00099566.jpg,true,M,,true,,M: 0.77 Low confidence
cpb-aacip-120-203xsm67_03532795_00125526_00125558.jpg,true,I,,false,,P: 0.53 Low confidence
cpb-aacip-120-203xsm67_03532795_00126026_00126059.jpg,true,I,,false,,I: 0.90 Sandwich
cpb-aacip-120-203xsm67_03532795_00127027_00127060.jpg,true,I,,false,,E: 0.72 Sandwich
cpb-aacip-120-203xsm67_03532795_00129530_00129562.jpg,true,I,,false,,P: 0.47 Low confidence
cpb-aacip-120-203xsm67_03532795_00130030_00130063.jpg,true,I,,false,,E: 0.49 Sandwich; Low confidence
cpb-aacip-120-203xsm67_03532795_00169002_00169002.jpg,true,P,,false,,NEG: 0.94 Sandwich
cpb-aacip-120-203xsm67_03532795_00172005_00172005.jpg,true,P,,false,,NEG: 0.65 Sandwich
cpb-aacip-120-203xsm67_03532795_00185018_00185018.jpg,true,P,,false,,NEG: 0.91 Sandwich
cpb-aacip-120-203xsm67_03532795_00194027_00194027.jpg,true,,,false,,NEG: 0.95 Sandwich
cpb-aacip-120-203xsm67_03532795_00200501_00200533.jpg,true,,,false,,NEG: 0.73 Sandwich
cpb-aacip-120-203xsm67_03532795_00252019_00252051.jpg,true,T,,false,,NEG: 0.42 Low confidence
cpb-aacip-120-203xsm67_03532795_00252519_00252552.jpg,true,T,,false,,NEG: 0.35 Low confidence
cpb-aacip-120-203xsm67_03532795_00254521_00254554.jpg,true,T,,false,,T: 0.41 Low confidence
cpb-aacip-120-203xsm67_03532795_00255022_00255054.jpg,true,T,,false,,M: 0.23 Low confidence
cpb-aacip-120-203xsm67_03532795_00256023_00256055.jpg,true,T,,false,,NEG: 0.24 Low confidence
cpb-aacip-120-203xsm67_03532795_00256523_00256556.jpg,true,T,,false,,R: 0.56 Low confidence
cpb-aacip-120-203xsm67_03532795_00257024_00257056.jpg,true,T,,false,,R: 0.28 Low confidence
cpb-aacip-120-203xsm67_03532795_00257524_00257557.jpg,true,T,,false,,NEG: 0.44 Low confidence
cpb-aacip-120-203xsm67_03532795_00277010_00277010.jpg,true,F,,false,,NEG: 0.45 Low confidence
cpb-aacip-120-203xsm67_03532795_00279012_00279012.jpg,true,F,,false,,E: 0.43 Low confidence
cpb-aacip-120-203xsm67_03532795_00280514_00280546.jpg,true,F,,false,,NEG: 0.46 Low confidence
cpb-aacip-120-203xsm67_03532795_00288021_00288021.jpg,true,F,,false,,NEG: 0.50 Low confidence
cpb-aacip-120-203xsm67_03532795_00312012_00312045.jpg,true,F,,false,,NEG: 0.50 Low confidence
cpb-aacip-120-203xsm67_03532795_00312513_00312545.jpg,true,F,,false,,E: 0.54 Low confidence
cpb-aacip-120-203xsm67_03532795_00313514_00313546.jpg,true,F,,false,,E: 0.40 Low confidence
cpb-aacip-120-203xsm67_03532795_00315516_00315548.jpg,true,F,,false,,E: 0.57 Low confidence
cpb-aacip-120-203xsm67_03532795_00350017_00350049.jpg,true,G,,false,,G: 0.52 Low confidence
cpb-aacip-120-203xsm67_03532795_00351518_00351551.jpg,true,G,,false,,NEG: 0.39 Low confidence
cpb-aacip-120-203xsm67_03532795_00352519_00352552.jpg,true,G,,false,,NEG: 0.29 Low confidence
cpb-aacip-120-203xsm67_03532795_00354021_00354053.jpg,true,G,,false,,Y: 0.55 Low confidence
cpb-aacip-120-203xsm67_03532795_00355522_00355555.jpg,true,G,,false,,NEG: 0.57 Sandwich
cpb-aacip-120-203xsm67_03532795_00357024_00357056.jpg,true,G,,false,,Y: 0.64 Sandwich
cpb-aacip-120-203xsm67_03532795_00357524_00357557.jpg,true,G,,false,,G: 0.59 Low confidence
cpb-aacip-120-203xsm67_03532795_00358525_00358558.jpg,true,G,,false,,NEG: 0.49 Sandwich; Low confidence
cpb-aacip-120-203xsm67_03532795_00359526_00359559.jpg,true,G,,false,,G: 0.56 Low confidence
cpb-aacip-120-203xsm67_03532795_00360527_00360560.jpg,true,G,,false,,G: 0.34 Low confidence
cpb-aacip-120-203xsm67_03532795_00361528_00361561.jpg,true,G,,false,,M: 0.47 Sandwich; Low confidence
cpb-aacip-120-203xsm67_03532795_00363030_00363062.jpg,true,G,,false,,O: 0.29 Low confidence
cpb-aacip-120-203xsm67_03532795_00363530_00363563.jpg,true,G,,false,,M: 0.61 Low confidence
cpb-aacip-120-203xsm67_03532795_00364031_00364063.jpg,true,G,,false,,G: 0.40 Low confidence
cpb-aacip-120-203xsm67_03532795_00365032_00365064.jpg,true,G,,false,,G: 0.42 Low confidence
cpb-aacip-120-203xsm67_03532795_00365532_00365565.jpg,true,G,,false,,G: 0.45 Low confidence
cpb-aacip-120-203xsm67_03532795_00367000_00367033.jpg,true,G,,false,,M: 0.55 Low confidence
cpb-aacip-120-203xsm67_03532795_00367501_00367533.jpg,true,G,,false,,G: 0.44 Low confidence
cpb-aacip-120-203xsm67_03532795_00368502_00368534.jpg,true,G,,false,,G: 0.36 Low confidence
cpb-aacip-120-203xsm67_03532795_00370504_00370536.jpg,true,G,,false,,M: 0.68 Sandwich; Low confidence
cpb-aacip-120-203xsm67_03532795_00371004_00371037.jpg,true,G,,false,,G: 0.39 Low confidence
cpb-aacip-120-203xsm67_03532795_00372005_00372038.jpg,true,G,,false,,M: 0.34 Sandwich; Low confidence
cpb-aacip-120-203xsm67_03532795_00372506_00372538.jpg,true,G,,false,,G: 0.53 Low confidence
cpb-aacip-120-203xsm67_03532795_00373006_00373039.jpg,true,G,,false,,G: 0.42 Low confidence
cpb-aacip-120-203xsm67_03532795_00373507_00373539.jpg,true,G,,false,,G: 0.43 Low confidence
cpb-aacip-120-203xsm67_03532795_00374007_00374040.jpg,true,G,,false,,G: 0.38 Low confidence
cpb-aacip-120-203xsm67_03532795_00374508_00374540.jpg,true,G,,false,,G: 0.34 Low confidence
cpb-aacip-120-203xsm67_03532795_00375008_00375041.jpg,true,G,,false,,G: 0.50 Low confidence
cpb-aacip-120-203xsm67_03532795_00375509_00375541.jpg,true,G,,false,,NEG: 0.74 Sandwich
cpb-aacip-120-203xsm67_03532795_00376009_00376042.jpg,true,G,,false,,G: 0.27 Low confidence
cpb-aacip-120-203xsm67_03532795_00377010_00377043.jpg,true,G,,false,,NEG: 0.37 Low confidence
cpb-aacip-120-203xsm67_03532795_00378011_00378044.jpg,true,G,,false,,Y: 0.54 Low confidence
cpb-aacip-120-203xsm67_03532795_00378512_00378544.jpg,true,G,,false,,NEG: 0.29 Low confidence
cpb-aacip-120-203xsm67_03532795_00380013_00380046.jpg,true,G,,false,,NEG: 0.37 Low confidence
cpb-aacip-120-203xsm67_03532795_00380514_00380546.jpg,true,G,,false,,G: 0.53 Low confidence
cpb-aacip-120-203xsm67_03532795_00382015_00382048.jpg,true,G,,false,,M: 0.35 Low confidence
cpb-aacip-120-203xsm67_03532795_00383016_00383049.jpg,true,G,,false,,Y: 0.46 Low confidence
cpb-aacip-120-203xsm67_03532795_00383517_00383549.jpg,true,G,,false,,NEG: 0.34 Low confidence
cpb-aacip-120-203xsm67_03532795_00384017_00384050.jpg,true,G,,false,,T: 0.28 Low confidence
cpb-aacip-120-203xsm67_03532795_00385018_00385051.jpg,true,G,,false,,M: 0.74 Sandwich; Low confidence
cpb-aacip-120-203xsm67_03532795_00385519_00385551.jpg,true,G,,false,,G: 0.50 Low confidence
cpb-aacip-120-203xsm67_03532795_00386019_00386052.jpg,true,G,,false,,G: 0.48 Low confidence
cpb-aacip-120-203xsm67_03532795_00386520_00386552.jpg,true,G,,false,,G: 0.40 Low confidence
cpb-aacip-120-203xsm67_03532795_00387521_00387553.jpg,true,G,,false,,G: 0.44 Low confidence
cpb-aacip-120-203xsm67_03532795_00388522_00388554.jpg,true,G,,false,,M: 0.79 Sandwich; Low confidence
cpb-aacip-120-203xsm67_03532795_00389022_00389055.jpg,true,G,,false,,G: 0.47 Low confidence
cpb-aacip-120-203xsm67_03532795_00391525_00391557.jpg,true,G,,false,,G: 0.52 Low confidence
cpb-aacip-120-203xsm67_03532795_00392025_00392058.jpg,true,G,,false,,G: 0.47 Low confidence
cpb-aacip-120-203xsm67_03532795_00395028_00395061.jpg,true,F,,false,,NEG: 0.35 Low confidence
cpb-aacip-120-203xsm67_03532795_00397030_00397063.jpg,true,F,,false,,NEG: 0.40 Low confidence
cpb-aacip-120-203xsm67_03532795_00398532_00398564.jpg,true,F,,false,,E: 0.42 Low confidence
cpb-aacip-120-203xsm67_03532795_00401502_00401534.jpg,true,F,,false,,NEG: 0.48 Low confidence
cpb-aacip-120-203xsm67_03532795_00404004_00404036.jpg,true,F,,false,,E: 0.49 Low confidence
cpb-aacip-120-203xsm67_03532795_00408509_00408541.jpg,true,F,,false,,G: 0.42 Low confidence
cpb-aacip-120-203xsm67_03532795_00409510_00409542.jpg,true,F,,false,,E: 0.44 Low confidence
cpb-aacip-120-203xsm67_03532795_00410511_00410543.jpg,true,F,,false,,F: 0.37 Low confidence
cpb-aacip-120-203xsm67_03532795_00413013_00413045.jpg,true,F,,false,,NEG: 0.38 Low confidence
cpb-aacip-120-203xsm67_03532795_00418018_00418050.jpg,true,F,,false,,NEG: 0.42 Low confidence
