timestamp,total,type label,subtype label,modifier
00:01:03.530,01:03:36.379,-,,False
00:01:05.532,01:03:36.379,L,,False
00:01:10.003,01:03:36.379,M,,False
00:01:11.538,01:03:36.379,M,,False
00:01:12.539,01:03:36.379,M,,False
00:01:13.006,01:03:36.379,M,,False
00:01:14.007,01:03:36.379,M,,True
00:01:17.544,01:03:36.379,-,,False
00:01:18.011,01:03:36.379,-,,False
00:01:21.014,01:03:36.379,-,,False
00:01:22.549,01:03:36.379,F,,False
00:01:23.016,01:03:36.379,F,,False
00:01:23.550,01:03:36.379,F,,False
00:01:56.049,01:03:36.379,L,,True
00:01:57.050,01:03:36.379,L,,True
00:02:01.054,01:03:36.379,L,,False
00:02:05.558,01:03:36.379,-,,False
00:02:17.504,01:03:36.379,-,,False
00:02:19.506,01:03:36.379,M,,False
00:02:20.507,01:03:36.379,M,,False
00:02:21.040,01:03:36.379,M,,False
00:02:21.508,01:03:36.379,M,,False
00:02:22.041,01:03:36.379,M,,False
00:02:22.509,01:03:36.379,M,,False
00:02:23.042,01:03:36.379,-,,False
00:02:25.512,01:03:36.379,M,,False
00:02:26.045,01:03:36.379,M,,False
00:02:26.513,01:03:36.379,M,,False
00:02:28.047,01:03:36.379,M,,False
00:02:28.515,01:03:36.379,M,,False
00:02:32.051,01:03:36.379,O,,False
00:02:33.052,01:03:36.379,O,,False
00:02:36.055,01:03:36.379,G,,True
00:02:36.523,01:03:36.379,G,,False
00:02:37.056,01:03:36.379,G,,False
00:02:37.524,01:03:36.379,G,,False
00:02:39.058,01:03:36.379,G,,False
00:02:39.526,01:03:36.379,G,,False
00:02:40.059,01:03:36.379,G,,False
00:02:40.527,01:03:36.379,G,,True
00:02:49.002,01:03:36.379,-,,False
00:02:51.004,01:03:36.379,F,,True
00:03:20.533,01:03:36.379,-,,False
00:03:35.048,01:03:36.379,F,,False
00:03:36.049,01:03:36.379,F,,False
00:03:37.050,01:03:36.379,F,,False
00:03:38.051,01:03:36.379,F,,False
00:03:39.052,01:03:36.379,F,,False
00:03:40.053,01:03:36.379,F,,False
00:03:40.553,01:03:36.379,F,,False
00:03:41.054,01:03:36.379,F,,False
00:04:10.550,01:03:36.379,I,,True
00:04:19.559,01:03:36.379,I,,False
00:04:45.551,01:03:36.379,P,,False
00:04:46.019,01:03:36.379,P,,False
00:04:49.022,01:03:36.379,P,,False
00:04:56.029,01:03:36.379,-,,False
00:04:57.030,01:03:36.379,-,,False
00:04:58.564,01:03:36.379,-,,False
00:04:59.032,01:03:36.379,-,,False
00:05:00.033,01:03:36.379,-,,False
00:05:00.533,01:03:36.379,-,,False
00:05:09.542,01:03:36.379,-,,False
00:05:10.043,01:03:36.379,-,,False
00:05:11.544,01:03:36.379,-,,False
00:05:20.553,01:03:36.379,I,,False
00:05:21.054,01:03:36.379,I,,False
00:05:22.555,01:03:36.379,I,,False
00:06:02.562,01:03:36.379,G,,False
00:06:03.563,01:03:36.379,G,,False
00:06:04.063,01:03:36.379,G,,False
00:06:04.564,01:03:36.379,G,,False
00:06:05.064,01:03:36.379,G,,False
00:06:06.065,01:03:36.379,G,,False
00:06:06.566,01:03:36.379,G,,False
00:06:07.033,01:03:36.379,-,,False
00:06:10.036,01:03:36.379,-,,False
00:06:43.035,01:03:36.379,P,,False
00:06:45.037,01:03:36.379,-,,False
00:06:45.538,01:03:36.379,-,,False
00:06:46.038,01:03:36.379,-,,False
00:07:03.055,01:03:36.379,I,,False
00:07:05.057,01:03:36.379,I,,False
00:07:05.558,01:03:36.379,I,,False
00:07:06.058,01:03:36.379,I,,False
00:07:10.062,01:03:36.379,P,,False
00:07:10.563,01:03:36.379,P,,False
00:07:18.037,01:03:36.379,P,,False
00:08:06.052,01:03:36.379,P,,False
00:08:10.556,01:03:36.379,P,,True
00:08:21.534,01:03:36.379,P,,False
00:08:23.035,01:03:36.379,P,,False
00:10:25.057,01:03:36.379,G,,False
00:10:28.561,01:03:36.379,F,,True
00:12:01.554,01:03:36.379,F,,False
00:12:02.555,01:03:36.379,F,,False
00:12:04.056,01:03:36.379,F,,False
00:12:06.058,01:03:36.379,F,,False
00:12:08.060,01:03:36.379,P,,False
00:12:17.036,01:03:36.379,P,,False
00:12:18.037,01:03:36.379,P,,False
00:12:21.540,01:03:36.379,P,,False
00:12:22.041,01:03:36.379,P,,False
00:12:24.543,01:03:36.379,P,,False
00:12:27.546,01:03:36.379,P,,False
00:12:28.547,01:03:36.379,P,,True
00:12:38.057,01:03:36.379,P,,False
00:14:20.559,01:03:36.379,P,,False
00:14:39.545,01:03:36.379,-,,False
00:14:50.055,01:03:36.379,F,,False
00:14:52.558,01:03:36.379,F,,False
00:14:53.559,01:03:36.379,F,,False
00:14:54.059,01:03:36.379,F,,False
